Member_ID,Gender,Age,Locker_Rental,Visit_Frequency,Duration_Minutes
MEM_05181,Male,58,No,6,133.1
MEM_01592,Male,46,No,5,13.0
MEM_02391,Female,62,Yes,2,29.5
MEM_03082,Female,28,No,0,18.5
MEM_05226,Female,30,Yes,7,146.3
MEM_14066,Female,50,No,23,90.8
MEM_04462,Female,36,Yes,4,105.9
MEM_08253,Male,62,No,23,47.5
MEM_10727,Female,42,No,26,35.9
MEM_10387,Female,46,No,25,36.4
MEM_09927,Female,22,No,28,43.3
MEM_14782,Male,20,No,26,105.1
MEM_02901,Male,52,No,3,26.6
MEM_04099,Male,61,No,5,127.6
MEM_12545,Male,58,No,25,122.4
MEM_12510,Female,52,Yes,20,125.2
MEM_02540,Male,50,No,3,27.6
MEM_10511,Male,24,Yes,28,41.8
MEM_11090,Male,55,No,31,40.6
MEM_10345,Male,34,No,26,54.3
MEM_07948,Male,28,No,26,44.8
MEM_05848,Male,46,Yes,7,90.7
MEM_07038,Female,50,No,3,100.2
MEM_13023,Female,48,No,20,135.4
MEM_04184,Female,21,Yes,6,153.7
MEM_12530,Male,34,No,23,137.0
MEM_02576,Female,41,No,7,24.8
MEM_07746,Female,42,Yes,23,42.7
MEM_09585,Male,57,No,25,39.3
MEM_10034,Female,31,No,18,51.1
MEM_11085,Female,53,No,18,30.0
MEM_11124,Female,60,No,21,30.0
MEM_01281,Female,23,No,4,42.5
MEM_05955,Female,47,No,4,133.0
MEM_07749,Female,55,No,19,39.1
MEM_05689,Male,53,No,6,129.7
MEM_08878,Female,34,Yes,17,54.2
MEM_14338,Male,45,Yes,28,115.8
MEM_12911,Female,46,No,22,94.6
MEM_06499,Female,56,Yes,6,132.1
MEM_08686,Male,28,No,21,25.0
MEM_12392,Female,51,No,25,120.6
MEM_00415,Male,26,No,3,37.9
MEM_05537,Male,40,No,7,117.4
MEM_13388,Female,36,Yes,20,103.7
MEM_00710,Male,33,Yes,4,41.9
MEM_09756,Male,38,Yes,18,49.5
MEM_03528,Female,21,Yes,0,29.2
MEM_02528,Male,50,Yes,8,17.9
MEM_12325,Female,45,Yes,24,100.5
MEM_05279,Male,18,Yes,5,128.3
MEM_08371,Male,62,No,24,59.9
MEM_02893,Female,23,Yes,4,23.3
MEM_11014,Female,59,Yes,21,29.5
MEM_14751,Female,61,No,20,85.4
MEM_08521,Female,31,Yes,31,34.2
MEM_10198,Female,46,Yes,19,43.0
MEM_09233,Male,47,No,19,50.0
MEM_04091,Male,42,Yes,5,106.8
MEM_09800,Female,53,Yes,15,59.4
MEM_02888,Female,63,Yes,3,26.0
MEM_12186,Female,55,Yes,25,117.4
MEM_01523,Male,56,No,2,37.0
MEM_08452,Male,59,Yes,19,35.0
MEM_11078,Female,59,Yes,27,33.9
MEM_12294,Female,31,Yes,20,104.8
MEM_01406,Female,48,Yes,1,31.4
MEM_08494,Female,54,No,21,38.8
MEM_04740,Female,61,No,9,108.3
MEM_11043,Female,19,No,16,37.2
MEM_05123,Male,23,Yes,5,129.1
MEM_11726,Male,58,Yes,22,135.2
MEM_01811,Female,39,No,4,29.7
MEM_08000,Female,50,No,22,41.1
MEM_08825,Female,34,No,25,48.4
MEM_11006,Male,44,No,23,33.9
MEM_06973,Male,46,Yes,6,126.7
MEM_12290,Male,28,No,25,123.7
MEM_08658,Female,50,No,23,43.4
MEM_10611,Female,60,Yes,21,50.3
MEM_13669,Male,58,Yes,24,101.4
MEM_06418,Female,27,Yes,4,145.5
MEM_01486,Female,30,Yes,1,16.0
MEM_12581,Female,23,No,25,141.3
MEM_14372,Female,59,Yes,28,114.1
MEM_00774,Female,28,No,5,41.8
MEM_01631,Male,28,Yes,2,23.8
MEM_07612,Male,30,No,21,29.2
MEM_14267,Female,22,No,23,106.1
MEM_00469,Female,28,Yes,3,12.0
MEM_06969,Female,36,Yes,6,126.4
MEM_10094,Female,42,Yes,13,34.6
MEM_06829,Male,44,No,5,115.7
MEM_12758,Female,45,Yes,26,128.9
MEM_05880,Female,54,Yes,10,146.5
MEM_11838,Female,43,Yes,26,132.8
MEM_09887,Male,39,No,26,27.0
MEM_00598,Male,55,No,3,20.6
MEM_07700,Female,30,No,26,34.5
MEM_13136,Male,47,Yes,23,109.9
MEM_08523,Female,38,Yes,21,37.8
MEM_01905,Female,61,Yes,5,21.9
MEM_04696,Male,26,No,7,116.8
MEM_07615,Female,64,No,19,42.7
MEM_07171,Female,47,No,3,116.5
MEM_14755,Female,18,No,24,125.3
MEM_08057,Female,27,No,27,50.4
MEM_07444,Female,50,No,5,129.2
MEM_12882,Male,58,No,24,125.5
MEM_08981,Male,53,No,23,27.0
MEM_04459,Female,22,No,7,151.3
MEM_05496,Female,34,Yes,7,128.4
MEM_06887,Female,62,No,4,118.3
MEM_11999,Male,32,No,21,107.9
MEM_07502,Male,22,No,22,33.9
MEM_05514,Female,18,Yes,4,116.8
MEM_13398,Female,49,No,23,112.1
MEM_08537,Male,58,No,22,25.3
MEM_12778,Male,30,Yes,27,125.4
MEM_02837,Male,27,No,7,27.4
MEM_06366,Female,46,No,7,144.4
MEM_07598,Male,19,No,25,20.7
MEM_03218,Male,37,Yes,3,29.4
MEM_03573,Male,59,No,4,32.4
MEM_03132,Female,28,No,1,22.7
MEM_10458,Male,45,Yes,25,25.9
MEM_03520,Male,40,Yes,5,12.8
MEM_07656,Female,20,No,21,26.0
MEM_02588,Male,19,Yes,2,31.4
MEM_07947,Female,55,No,14,64.0
MEM_08949,Female,23,No,26,34.9
MEM_03353,Male,49,Yes,4,27.0
MEM_04308,Male,63,Yes,6,151.5
MEM_01758,Male,60,No,7,27.7
MEM_11612,Male,47,No,27,121.3
MEM_13328,Male,61,No,27,145.1
MEM_00852,Female,34,No,3,46.4
MEM_01494,Female,30,No,7,39.7
MEM_12369,Female,40,No,28,123.5
MEM_02464,Female,21,No,6,21.1
MEM_05140,Male,62,No,5,101.0
MEM_09075,Male,19,No,23,45.4
MEM_07300,Male,50,Yes,9,126.0
MEM_09616,Male,42,No,19,43.4
MEM_08262,Male,43,Yes,28,33.7
MEM_07356,Female,20,Yes,7,126.7
MEM_06011,Female,61,Yes,4,120.5
MEM_11668,Female,23,No,23,122.0
MEM_06206,Male,38,No,7,100.5
MEM_00500,Female,40,Yes,6,40.8
MEM_10377,Male,39,Yes,24,30.1
MEM_05250,Male,45,No,8,101.3
MEM_09129,Female,45,Yes,22,42.5
MEM_01046,Male,50,No,5,34.9
MEM_12726,Female,25,No,24,97.8
MEM_02633,Female,45,Yes,5,28.7
MEM_14041,Female,60,No,23,116.1
MEM_08118,Female,19,No,31,57.5
MEM_14217,Female,21,Yes,26,98.9
MEM_06179,Male,19,No,7,130.4
MEM_09500,Male,57,No,21,50.6
MEM_14664,Male,31,No,22,105.6
MEM_08166,Female,19,Yes,25,32.7
MEM_05746,Female,60,No,8,182.5
MEM_00777,Female,57,No,4,37.6
MEM_13556,Female,20,Yes,24,90.7
MEM_04502,Male,54,No,2,123.4
MEM_07708,Male,46,No,31,51.3
MEM_04019,Female,28,No,8,124.3
MEM_01194,Female,61,Yes,1,47.5
MEM_10208,Female,20,No,23,34.7
MEM_00051,Female,23,No,3,
MEM_04602,Female,62,Yes,7,127.0
MEM_02304,Female,34,Yes,8,
MEM_07634,Male,50,No,23,20.6
MEM_11819,Female,45,Yes,23,75.4
MEM_14643,Female,35,Yes,24,116.2
MEM_01113,Female,19,Yes,5,16.5
MEM_02982,Female,47,No,5,31.5
MEM_00656,Male,25,No,4,28.8
MEM_03254,Male,60,No,5,37.1
MEM_13205,Female,27,Yes,23,158.4
MEM_01187,Female,20,No,4,42.3
MEM_14901,Female,62,Yes,21,112.9
MEM_11201,Male,18,Yes,27,54.3
MEM_12538,Female,45,Yes,24,133.5
MEM_00565,Male,53,No,3,40.1
MEM_04118,Male,60,Yes,4,134.3
MEM_13350,Male,51,Yes,23,112.8
MEM_00840,Female,56,Yes,4,23.9
MEM_03888,Female,41,No,9,142.1
MEM_01642,Male,53,No,4,31.0
MEM_08509,Male,28,Yes,22,26.0
MEM_04676,Female,57,No,8,90.3
MEM_09304,Female,62,No,24,37.7
MEM_02666,Male,38,No,6,17.2
MEM_01972,Female,42,No,5,22.3
MEM_12416,Female,44,No,25,123.6
MEM_08239,Male,61,Yes,11,40.0
MEM_01149,Female,22,Yes,2,36.0
MEM_04092,Male,31,No,7,176.7
MEM_10325,Female,24,No,25,40.0
MEM_00765,Female,38,Yes,3,20.9
MEM_08030,Female,24,No,27,53.8
MEM_13148,Female,27,No,22,88.6
MEM_12958,Female,29,No,23,100.8
MEM_03872,Female,38,No,4,134.8
MEM_08439,Male,49,No,17,41.9
MEM_08845,Female,58,Yes,25,50.6
MEM_02620,Male,35,No,5,27.4
MEM_13539,Female,38,Yes,24,110.1
MEM_03026,Female,44,Yes,4,38.7
MEM_04731,Female,30,No,6,140.9
MEM_04102,Female,23,No,7,107.9
MEM_09479,Female,45,No,23,52.7
MEM_11247,Male,19,Yes,24,32.0
MEM_09808,Female,39,No,28,39.7
MEM_10687,Male,50,Yes,23,41.9
MEM_10530,Female,33,Yes,25,50.1
MEM_08986,Male,44,Yes,20,38.6
MEM_02685,Female,52,Yes,5,26.7
MEM_09384,Male,39,No,23,56.1
MEM_09745,Male,20,Yes,20,35.6
MEM_06818,Male,43,Yes,5,141.4
MEM_00911,Male,30,Yes,4,27.2
MEM_08791,Male,49,Yes,18,39.3
MEM_12732,Female,54,No,21,124.1
MEM_07077,Female,59,Yes,7,135.0
MEM_01345,Female,57,No,1,26.5
MEM_01444,Female,26,Yes,5,11.5
MEM_05651,Male,64,Yes,5,135.0
MEM_03499,Male,23,No,3,15.3
MEM_09152,Female,46,Yes,23,60.1
MEM_11295,Female,22,Yes,23,136.2
MEM_08012,Male,62,Yes,21,37.0
MEM_02422,Female,63,Yes,4,26.2
MEM_04901,Female,47,No,7,143.8
MEM_02732,Male,31,No,5,21.1
MEM_00080,Female,25,Yes,4,28.0
MEM_04217,Female,33,No,5,115.3
MEM_13886,Male,42,No,28,98.6
MEM_10464,Male,55,No,23,34.6
MEM_06902,Male,64,No,5,147.4
MEM_04874,Male,24,No,8,113.1
MEM_11797,Male,36,Yes,21,130.8
MEM_05899,Female,40,No,6,153.5
MEM_09513,Male,27,Yes,21,43.0
MEM_01572,Male,56,No,5,40.8
MEM_12995,Female,58,No,20,122.4
MEM_00879,Female,58,Yes,6,34.3
MEM_01578,Female,54,Yes,3,34.8
MEM_06472,Male,42,Yes,2,133.0
MEM_01509,Female,54,Yes,7,50.2
MEM_01896,Female,59,Yes,3,23.9
MEM_08963,Male,30,No,26,36.3
MEM_04112,Female,55,Yes,3,139.6
MEM_10140,Female,34,No,26,50.8
MEM_01845,Female,46,No,2,12.6
MEM_13942,Female,36,No,24,118.6
MEM_09751,Female,42,No,21,39.8
MEM_09282,Male,56,Yes,28,27.3
MEM_07565,Female,18,No,25,66.7
MEM_05194,Male,60,No,4,116.3
MEM_05418,Male,28,No,7,113.4
MEM_13896,Female,45,Yes,27,88.6
MEM_13133,Female,35,No,16,120.1
MEM_07413,Female,61,No,11,127.0
MEM_14115,Male,33,Yes,25,122.8
MEM_05405,Female,26,Yes,5,94.6
MEM_08310,Male,21,No,15,32.3
MEM_03614,Male,44,Yes,5,40.4
MEM_02108,Female,40,No,3,27.0
MEM_12437,Male,53,Yes,26,99.9
MEM_08248,Male,42,Yes,26,49.0
MEM_14947,Male,50,Yes,23,129.3
MEM_11376,Female,34,No,23,137.5
MEM_14126,Male,57,No,27,121.4
MEM_07759,Male,45,Yes,16,41.8
MEM_12695,Female,43,No,19,116.8
MEM_05653,Male,24,No,6,156.1
MEM_13210,Female,32,Yes,27,112.5
MEM_08431,Female,56,Yes,22,35.0
MEM_06827,Male,27,No,5,77.7
MEM_14744,Male,57,No,22,121.4
MEM_04325,Female,32,No,6,146.4
MEM_03219,Male,19,Yes,5,38.3
MEM_09642,Male,57,No,19,54.8
MEM_06345,Male,53,No,9,122.6
MEM_06884,Female,52,No,7,159.0
MEM_01193,Female,39,Yes,5,22.7
MEM_00045,Male,60,Yes,3,26.7
MEM_13954,Female,59,No,25,103.6
MEM_00976,Female,45,No,3,32.1
MEM_11890,Male,31,Yes,28,118.9
MEM_02963,Female,32,Yes,2,32.8
MEM_01584,Female,28,Yes,5,22.3
MEM_09459,Male,51,No,25,36.7
MEM_04515,Female,47,Yes,6,119.6
MEM_12799,Female,49,No,23,89.6
MEM_11038,Female,45,Yes,24,
MEM_01975,Female,19,No,3,17.9
MEM_03912,Female,31,Yes,5,138.0
MEM_09811,Male,46,No,31,30.9
MEM_06717,Female,63,Yes,8,122.8
MEM_04411,Male,45,Yes,8,103.7
MEM_12863,Female,24,Yes,24,114.3
MEM_08994,Female,64,No,23,32.0
MEM_12655,Female,59,Yes,24,94.1
MEM_10950,Female,50,No,20,37.5
MEM_11675,Female,62,No,21,97.7
MEM_11880,Female,51,No,31,114.2
MEM_02840,Female,24,Yes,5,27.8
MEM_07908,Male,29,No,21,24.5
MEM_08084,Male,63,Yes,17,56.8
MEM_07976,Female,25,Yes,22,38.2
MEM_06211,Male,63,No,4,109.0
MEM_12456,Male,25,Yes,21,117.9
MEM_11923,Female,31,No,19,143.2
MEM_09620,Female,44,No,21,31.9
MEM_12450,Female,63,Yes,29,129.0
MEM_10967,Female,63,Yes,20,43.9
MEM_07907,Male,54,No,22,34.8
MEM_10132,Male,54,No,25,60.1
MEM_00037,Male,32,No,0,21.1
MEM_00576,Male,22,Yes,4,24.0
MEM_04822,Male,45,No,7,90.4
MEM_03988,Female,23,No,6,117.5
MEM_00713,Male,21,No,5,41.6
MEM_14409,Female,44,Yes,25,92.8
MEM_14938,Male,19,Yes,23,118.8
MEM_08251,Female,47,Yes,23,41.0
MEM_02335,Female,31,Yes,5,26.7
MEM_04745,Male,48,Yes,7,188.9
MEM_04420,Female,64,No,5,144.3
MEM_14184,Male,53,No,24,128.1
MEM_14426,Male,29,No,21,108.9
MEM_00881,Male,37,No,3,24.6
MEM_00567,Female,58,Yes,2,41.3
MEM_14244,Male,33,No,22,106.2
MEM_04983,Male,47,No,2,151.1
MEM_02245,Male,60,Yes,4,31.7
MEM_05270,Female,27,Yes,6,156.0
MEM_04165,Female,32,Yes,6,114.9
MEM_08156,Male,34,No,16,38.6
MEM_07820,Male,46,Yes,25,28.5
MEM_10071,Male,49,No,20,41.7
MEM_08655,Female,63,No,19,24.3
MEM_00239,Female,37,No,6,22.3
MEM_12780,Female,26,Yes,19,94.6
MEM_06454,Male,49,Yes,6,118.5
MEM_06662,Female,25,No,4,132.2
MEM_01597,Male,48,No,8,10.0
MEM_09664,Male,52,Yes,20,42.2
MEM_11522,Male,55,No,26,167.5
MEM_01901,Female,63,No,3,30.8
MEM_01180,Male,57,No,4,41.0
MEM_13142,Male,56,Yes,26,117.0
MEM_13204,Female,32,No,23,141.0
MEM_08573,Male,51,Yes,24,45.5
MEM_03006,Male,20,No,5,33.5
MEM_09453,Female,41,No,29,43.8
MEM_02781,Female,47,No,3,34.6
MEM_09558,Male,35,No,22,46.6
MEM_06110,Male,38,Yes,7,131.4
MEM_05733,Male,41,No,7,160.7
MEM_09185,Female,63,No,17,40.2
MEM_12384,Female,53,No,26,92.7
MEM_08846,Male,27,No,22,30.3
MEM_02829,Male,25,Yes,3,12.1
MEM_10735,Male,45,No,29,51.7
MEM_09350,Male,22,No,29,24.9
MEM_05277,Male,56,No,8,155.4
MEM_08254,Female,47,Yes,22,28.6
MEM_04219,Male,43,No,8,164.9
MEM_11442,Female,42,No,26,110.2
MEM_12847,Male,49,Yes,28,132.8
MEM_13793,Female,40,No,23,118.0
MEM_05431,Male,62,Yes,5,117.5
MEM_03413,Male,32,No,2,16.6
MEM_11705,Male,31,Yes,27,105.4
MEM_00906,Male,64,No,1,26.8
MEM_07760,Male,47,Yes,19,24.9
MEM_03693,Male,57,No,6,37.9
MEM_13925,Female,55,No,17,139.8
MEM_03118,Male,19,Yes,6,24.7
MEM_12505,Female,49,No,22,132.1
MEM_10565,Female,55,Yes,25,39.5
MEM_13336,Female,47,No,24,130.0
MEM_08621,Male,26,No,17,40.7
MEM_11402,Female,54,No,23,150.7
MEM_07706,Female,47,No,24,42.6
MEM_07017,Male,27,No,9,120.7
MEM_09305,Male,18,No,17,39.4
MEM_00295,Female,34,No,3,25.8
MEM_13869,Male,35,No,24,137.0
MEM_01785,Female,37,No,1,55.0
MEM_04382,Male,64,No,7,123.4
MEM_06507,Male,19,Yes,5,103.4
MEM_10505,Male,33,Yes,21,33.6
MEM_01284,Male,29,Yes,2,37.2
MEM_07784,Female,31,No,17,46.0
MEM_11199,Female,58,No,18,32.1
MEM_12672,Male,53,Yes,25,130.0
MEM_04454,Male,40,No,5,113.4
MEM_14518,Female,42,No,28,102.0
MEM_00549,Male,52,No,3,22.1
MEM_05340,Female,49,No,7,113.1
MEM_12543,Male,53,Yes,21,94.0
MEM_03574,Male,27,No,1,34.7
MEM_12535,Male,48,No,19,79.7
MEM_04352,Female,52,Yes,5,154.6
MEM_06831,Female,22,No,12,125.5
MEM_02648,Male,31,No,4,38.8
MEM_02586,Female,64,No,1,36.9
MEM_05862,Male,40,No,5,113.5
MEM_03160,Female,24,No,3,10.0
MEM_07152,Male,45,Yes,3,82.0
MEM_03182,Male,20,No,2,32.5
MEM_03480,Female,37,Yes,3,19.6
MEM_02377,Female,58,Yes,1,45.0
MEM_11108,Male,58,Yes,27,10.0
MEM_12053,Female,28,No,23,96.7
MEM_14190,Male,60,No,27,132.7
MEM_08205,Male,24,No,28,36.8
MEM_07698,Male,47,No,29,33.2
MEM_10009,Female,54,Yes,26,29.9
MEM_12396,Male,29,No,23,98.4
MEM_05688,Male,59,Yes,8,147.1
MEM_14476,Female,56,No,25,123.7
MEM_13596,Male,64,No,29,88.9
MEM_11113,Female,61,No,28,30.5
MEM_08480,Female,59,Yes,14,36.3
MEM_13495,Female,31,Yes,22,96.6
MEM_08159,Male,47,No,19,24.4
MEM_10117,Male,22,Yes,26,37.3
MEM_08025,Female,44,Yes,26,19.1
MEM_13039,Male,27,No,22,104.1
MEM_13815,Male,19,No,21,118.6
MEM_12212,Male,42,Yes,27,153.7
MEM_01613,Male,42,No,4,20.7
MEM_09997,Male,38,Yes,25,42.0
MEM_08153,Male,64,No,24,37.8
MEM_07936,Female,23,No,22,36.7
MEM_08447,Female,58,No,24,32.2
MEM_02015,Female,36,Yes,4,26.8
MEM_09505,Male,28,No,16,45.7
MEM_14710,Female,63,Yes,23,101.5
MEM_07844,Male,27,No,20,55.9
MEM_06442,Female,64,Yes,8,70.9
MEM_02981,Female,55,Yes,7,21.2
MEM_07606,Male,37,No,21,26.5
MEM_10797,Female,59,Yes,24,49.9
MEM_13097,Female,36,No,25,105.1
MEM_00243,Male,18,No,6,37.5
MEM_05032,Female,41,Yes,8,135.4
MEM_00106,Male,55,No,8,16.0
MEM_08709,Female,39,No,19,45.6
MEM_06734,Female,28,No,7,141.0
MEM_13257,Female,24,Yes,21,138.8
MEM_13758,Female,63,Yes,22,108.7
MEM_13302,Female,44,No,27,139.1
MEM_09211,Male,63,No,21,18.6
MEM_12687,Female,44,Yes,21,145.2
MEM_09881,Female,58,Yes,13,39.0
MEM_04605,Female,37,No,8,106.6
MEM_08424,Female,23,Yes,27,10.0
MEM_11507,Female,26,Yes,26,159.3
MEM_05286,Male,61,No,6,134.0
MEM_03960,Male,20,No,7,141.8
MEM_03873,Male,50,Yes,5,124.9
MEM_07854,Male,54,No,25,33.5
MEM_13604,Female,47,No,26,112.4
MEM_12756,Female,38,Yes,27,106.9
MEM_08246,Female,53,No,28,43.6
MEM_08852,Female,39,No,24,55.6
MEM_13602,Male,39,Yes,21,170.4
MEM_11277,Female,25,Yes,22,117.3
MEM_07512,Male,46,Yes,26,28.2
MEM_13751,Male,45,Yes,24,118.4
MEM_00029,Female,43,No,3,29.1
MEM_02801,Female,32,Yes,9,41.6
MEM_06875,Female,38,No,5,145.7
MEM_08116,Male,40,No,20,52.3
MEM_02922,Male,41,Yes,4,33.7
MEM_04664,Male,37,Yes,5,161.2
MEM_12853,Female,47,No,26,113.3
MEM_08040,Female,24,Yes,19,14.7
MEM_14301,Female,48,No,21,82.3
MEM_01245,Male,25,No,2,29.5
MEM_07136,Male,23,Yes,4,142.6
MEM_04053,Male,26,No,6,152.7
MEM_12983,Female,32,Yes,22,142.9
MEM_04412,Female,18,No,8,127.3
MEM_00108,Female,19,No,5,22.8
MEM_11955,Female,54,No,22,156.5
MEM_06301,Female,46,Yes,7,95.3
MEM_09276,Female,29,Yes,24,63.3
MEM_11232,Female,64,No,18,30.7
MEM_10778,Male,37,Yes,17,26.6
MEM_13553,Female,58,No,26,122.8
MEM_08673,Male,27,No,19,37.7
MEM_04394,Female,57,No,8,122.3
MEM_12955,Female,19,No,25,117.3
MEM_12696,Female,33,No,27,111.7
MEM_11785,Male,50,No,29,103.0
MEM_10063,Male,56,Yes,31,33.1
MEM_04348,Female,19,Yes,7,84.3
MEM_11218,Female,29,No,28,34.9
MEM_14208,Female,59,No,23,148.0
MEM_07476,Male,44,No,11,110.8
MEM_07254,Male,29,No,8,150.3
MEM_07840,Female,35,Yes,27,25.6
MEM_05001,Male,64,No,7,109.6
MEM_05610,Female,60,No,9,155.4
MEM_06367,Female,20,Yes,7,135.8
MEM_00973,Male,27,No,3,27.0
MEM_04999,Female,46,No,5,106.8
MEM_04299,Male,20,No,6,100.2
MEM_05019,Male,64,Yes,8,128.2
MEM_03653,Female,35,Yes,2,28.2
MEM_12226,Male,43,Yes,24,138.1
MEM_10242,Female,51,No,18,40.6
MEM_03088,Male,46,No,0,24.2
MEM_05456,Male,54,No,8,117.6
MEM_05662,Female,50,Yes,7,133.7
MEM_08701,Male,64,Yes,24,43.1
MEM_05805,Male,49,Yes,10,119.3
MEM_14081,Male,34,No,26,129.2
MEM_00010,Male,24,Yes,3,33.2
MEM_02647,Male,53,Yes,1,17.1
MEM_11783,Female,31,Yes,25,130.2
MEM_01426,Male,39,Yes,8,17.0
MEM_12099,Male,20,Yes,23,114.4
MEM_03265,Female,25,Yes,8,34.0
MEM_11762,Male,23,Yes,26,140.0
MEM_11940,Female,57,No,28,129.6
MEM_12956,Male,45,No,26,146.2
MEM_13237,Male,52,No,24,133.2
MEM_01215,Male,41,Yes,6,27.6
MEM_11740,Female,43,No,25,136.1
MEM_13890,Female,32,No,21,119.0
MEM_13585,Male,62,Yes,23,115.1
MEM_09490,Male,54,No,28,23.1
MEM_06702,Female,33,No,8,103.4
MEM_00323,Female,39,No,8,28.6
MEM_01344,Female,22,No,6,28.8
MEM_04457,Male,43,No,3,137.9
MEM_11903,Male,23,Yes,28,123.9
MEM_00909,Male,41,No,8,22.0
MEM_10141,Female,63,Yes,21,52.2
MEM_03399,Female,29,No,3,22.6
MEM_00496,Male,34,No,2,31.6
MEM_09349,Male,46,No,25,41.1
MEM_13008,Male,57,No,26,145.1
MEM_10285,Female,21,Yes,23,22.4
MEM_05312,Female,18,No,7,133.4
MEM_12804,Female,21,Yes,26,133.2
MEM_03470,Female,54,No,4,41.1
MEM_14055,Male,26,No,23,165.3
MEM_06848,Male,50,Yes,7,151.1
MEM_04365,Female,62,No,6,107.4
MEM_10356,Male,49,No,14,48.9
MEM_01195,Female,54,No,5,40.4
MEM_12082,Female,43,Yes,24,130.0
MEM_01423,Female,47,Yes,2,20.0
MEM_05477,Female,44,No,5,107.0
MEM_00256,Female,30,Yes,7,10.0
MEM_12633,Female,31,No,21,127.9
MEM_13280,Male,29,No,24,98.2
MEM_00288,Male,29,No,5,29.8
MEM_08412,Female,62,No,18,42.3
MEM_14469,Male,25,Yes,28,97.2
MEM_08919,Male,29,Yes,21,40.9
MEM_10089,Male,25,No,26,57.0
MEM_12944,Female,26,Yes,23,145.6
MEM_04484,Male,33,No,8,142.9
MEM_14291,Female,34,Yes,20,106.9
MEM_07515,Female,29,No,26,34.1
MEM_07070,Male,63,No,4,125.6
MEM_01232,Male,61,No,4,32.9
MEM_09366,Female,24,Yes,31,40.1
MEM_05553,Male,59,No,2,173.3
MEM_02675,Female,52,Yes,0,35.1
MEM_01112,Female,53,No,6,23.1
MEM_04919,Male,60,No,8,126.6
MEM_12491,Female,40,No,21,85.2
MEM_00267,Male,55,Yes,1,37.0
MEM_10739,Female,37,Yes,20,47.6
MEM_06497,Male,49,Yes,7,122.3
MEM_05318,Male,37,No,9,107.4
MEM_12164,Female,33,Yes,24,113.2
MEM_07672,Male,24,Yes,17,25.9
MEM_03048,Female,18,Yes,5,27.2
MEM_06167,Male,48,Yes,5,160.9
MEM_08117,Male,26,Yes,26,42.1
MEM_01379,Female,49,No,8,31.0
MEM_11825,Male,63,No,25,96.9
MEM_11520,Male,60,No,29,113.3
MEM_09606,Male,63,No,21,43.2
MEM_04759,Female,23,No,7,144.3
MEM_09574,Male,43,Yes,21,40.6
MEM_05502,Female,62,No,5,97.8
MEM_13920,Male,25,Yes,25,101.3
MEM_03790,Female,28,No,7,144.7
MEM_00620,Female,54,No,2,12.6
MEM_00652,Female,63,Yes,3,21.2
MEM_05723,Female,22,Yes,5,126.7
MEM_12774,Female,64,No,21,123.3
MEM_03473,Female,40,No,2,61.2
MEM_12336,Male,43,Yes,25,111.6
MEM_05028,Male,40,No,8,145.0
MEM_06836,Female,54,Yes,8,127.0
MEM_06271,Female,18,No,7,90.4
MEM_11750,Male,40,No,31,147.9
MEM_02516,Male,61,No,4,30.7
MEM_12019,Male,47,No,26,141.4
MEM_11481,Female,29,No,20,99.8
MEM_07076,Female,24,No,5,125.8
MEM_13303,Male,38,No,24,131.1
MEM_08223,Male,57,No,20,44.2
MEM_10791,Male,55,No,22,48.1
MEM_14569,Male,50,Yes,20,138.3
MEM_03603,Female,26,Yes,4,41.8
MEM_11743,Male,44,No,26,106.1
MEM_14253,Female,50,Yes,27,140.2
MEM_05458,Male,42,No,6,150.6
MEM_11976,Female,40,No,19,146.1
MEM_01506,Female,28,Yes,5,25.9
MEM_08336,Male,29,No,22,28.3
MEM_12996,Male,38,Yes,20,96.4
MEM_14724,Male,39,Yes,24,112.0
MEM_10926,Male,47,No,22,26.3
MEM_12376,Male,26,Yes,25,144.5
MEM_14158,Female,55,No,27,127.8
MEM_14628,Male,41,Yes,27,135.8
MEM_04890,Female,33,Yes,9,154.6
MEM_00730,Female,48,No,4,18.1
MEM_07021,Female,51,No,9,133.1
MEM_13491,Female,39,No,19,148.6
MEM_08470,Female,50,No,30,45.5
MEM_08534,Female,44,Yes,20,35.7
MEM_01745,Male,24,No,4,17.2
MEM_03853,Female,51,No,4,157.4
MEM_12409,Female,25,No,23,107.5
MEM_14637,Female,40,Yes,22,134.4
MEM_02709,Female,55,Yes,7,31.2
MEM_09761,Female,52,No,27,38.3
MEM_03388,Male,55,No,6,24.7
MEM_14687,Male,36,No,27,113.4
MEM_12107,Male,61,No,27,104.5
MEM_14720,Male,49,No,20,122.9
MEM_05640,Female,21,No,6,130.7
MEM_08314,Female,51,No,23,27.3
MEM_03126,Female,36,No,0,35.5
MEM_01156,Female,34,No,3,25.0
MEM_09825,Female,44,No,22,52.1
MEM_00032,Male,61,No,4,19.6
MEM_10122,Female,59,Yes,28,43.4
MEM_11630,Male,55,No,30,106.3
MEM_01336,Female,46,No,3,29.8
MEM_13534,Male,30,Yes,24,133.4
MEM_10799,Male,35,No,26,27.1
MEM_12842,Male,29,No,21,86.6
MEM_08824,Female,53,No,21,35.7
MEM_01610,Male,56,No,3,29.5
MEM_00939,Male,31,Yes,3,25.2
MEM_05381,Male,62,No,10,
MEM_04023,Male,19,Yes,7,111.7
MEM_06243,Male,57,Yes,3,105.2
MEM_13219,Female,52,Yes,24,137.6
